Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Size,Unit Price,Sales,Coffee Type Name,Roast Type Name,Loyalty Card,City,Postcode,Country_cust,Email_cust,Loyalty Card_cust,Phone Number,Coffee Type,Size_prod,Unit Price_prod,Profit
RDW-33155-159,2019-10-19,62173-15287-CU,A-L-1,6,Rhianon Broxup,rbroxuph@jimdo.com,United States,1.0,12.95,77.69999999999999,Arabica,Large,No,Houston,77240,United States,rbroxuph@jimdo.com,No,+1 (713) 663-1338,Ara,1.0,12.95,1.1655
TDZ-59011-211,2019-06-13,57611-05522-ST,R-D-2.5,4,Pall Redford,predfordi@ow.ly,Ireland,2.5,20.584999999999997,82.33999999999999,Robusta,Dark,Yes,Caherconlish,F45,Ireland,predfordi@ow.ly,Yes,,Rob,2.5,20.584999999999997,1.2350999999999999
IDU-25793-399,2020-12-04,76664-37050-DT,A-M-0.2,5,Aurea Corradino,acorradinoj@harvard.edu,United States,0.2,3.375,16.875,Arabica,Medium,Yes,New York City,10060,United States,acorradinoj@harvard.edu,Yes,+1 (646) 202-5965,Ara,0.2,3.375,0.30374999999999996
IDU-25793-399,2020-12-04,76664-37050-DT,E-D-0.2,4,Aurea Corradino,acorradinoj@harvard.edu,United States,0.2,3.645,14.58,Excelsa,Dark,Yes,New York City,10060,United States,acorradinoj@harvard.edu,Yes,+1 (646) 202-5965,Exc,0.2,3.645,0.40095000000000003
NUO-20013-488,2020-12-04,03090-88267-BQ,A-D-0.2,6,Avrit Davidowsky,adavidowskyl@netvibes.com,United States,0.2,2.985,17.91,Arabica,Dark,No,Grand Rapids,49560,United States,adavidowskyl@netvibes.com,No,+1 (616) 481-9962,Ara,0.2,2.985,0.26865
UQU-65630-479,2021-01-22,37651-47492-NC,R-M-2.5,4,Annabel Antuk,aantukm@kickstarter.com,United States,2.5,22.884999999999998,91.53999999999999,Robusta,Medium,Yes,Punta Gorda,33982,United States,aantukm@kickstarter.com,Yes,+1 (941) 740-6268,Rob,2.5,22.884999999999998,1.3730999999999998
FEO-11834-332,2022-02-11,95399-57205-HI,A-D-0.2,4,Iorgo Kleinert,ikleinertn@timesonline.co.uk,United States,0.2,2.985,11.94,Arabica,Dark,Yes,Vancouver,98682,United States,ikleinertn@timesonline.co.uk,Yes,+1 (360) 352-6598,Ara,0.2,2.985,0.26865
TKY-71558-096,2021-09-15,24010-66714-HW,A-M-1,1,Chrisy Blofeld,cblofeldo@amazon.co.uk,United States,1.0,11.25,11.25,Arabica,Medium,No,Englewood,80150,United States,cblofeldo@amazon.co.uk,No,+1 (303) 936-3357,Ara,1.0,11.25,1.0125
EVP-43500-491,2019-02-20,49231-44455-IC,A-M-0.5,4,Selene Shales,sshalesq@umich.edu,United States,0.5,6.75,27.0,Arabica,Medium,Yes,Petaluma,94975,United States,sshalesq@umich.edu,Yes,+1 (707) 881-5004,Ara,0.5,6.75,0.6074999999999999
WAG-26945-689,2019-10-08,50124-88608-EO,A-M-0.2,5,Vivie Danneil,vdanneilr@mtv.com,Ireland,0.2,3.375,16.875,Arabica,Medium,No,Tralee,V92,Ireland,vdanneilr@mtv.com,No,+353 (751) 346-0399,Ara,0.2,3.375,0.30374999999999996
CHE-78995-767,2022-08-02,00888-74814-UZ,A-D-0.5,3,Theresita Newbury,tnewburys@usda.gov,Ireland,0.5,5.97,17.91,Arabica,Dark,No,Clonskeagh,D04,Ireland,tnewburys@usda.gov,No,+353 (803) 587-0026,Ara,0.5,5.97,0.5373
RYZ-14633-602,2019-02-20,14158-30713-OB,A-D-1,4,Mozelle Calcutt,mcalcuttt@baidu.com,Ireland,1.0,9.95,39.8,Arabica,Dark,Yes,Rathwire,Y25,Ireland,mcalcuttt@baidu.com,Yes,+353 (928) 869-1762,Ara,1.0,9.95,0.8954999999999999
SCT-60553-454,2021-07-17,39123-12846-YJ,L-L-0.2,5,Gallard Gatheral,ggatheralx@123-reg.co.uk,United States,0.2,4.755,23.775,Libriac,Large,No,Grand Forks,58207,United States,ggatheralx@123-reg.co.uk,No,,Lib,0.2,4.755,0.61815
GFK-52063-244,2020-06-29,44981-99666-XB,L-L-0.5,6,Una Welberry,uwelberryy@ebay.co.uk,United Kingdom,0.5,9.51,57.06,Libriac,Large,Yes,Upton,DN21,United Kingdom,uwelberryy@ebay.co.uk,Yes,+44 (392) 503-8132,Lib,0.5,9.51,1.2363
AMM-79521-378,2021-06-01,24825-51803-CQ,A-D-0.5,6,Faber Eilhart,feilhartz@who.int,United States,0.5,5.97,35.82,Arabica,Dark,No,Charleston,25362,United States,feilhartz@who.int,No,+1 (304) 510-6095,Ara,0.5,5.97,0.5373
QUQ-90580-772,2021-02-06,77634-13918-GJ,L-M-0.2,2,Zorina Ponting,zponting10@altervista.org,United States,0.2,4.365,8.73,Libriac,Medium,No,Little Rock,72204,United States,zponting10@altervista.org,No,+1 (501) 172-1476,Lib,0.2,4.365,0.56745
LGD-24408-274,2019-04-25,13694-25001-LX,L-L-0.5,3,Silvio Strase,sstrase11@booking.com,United States,0.5,9.51,28.53,Libriac,Large,No,Denver,80291,United States,sstrase11@booking.com,No,+1 (303) 579-8015,Lib,0.5,9.51,1.2363
HCT-95608-959,2020-04-25,08523-01791-TI,R-M-2.5,5,Dorie de la Tremoille,dde12@unesco.org,United States,2.5,22.884999999999998,114.42499999999998,Robusta,Medium,No,Minneapolis,55458,United States,dde12@unesco.org,No,+1 (612) 492-5160,Rob,2.5,22.884999999999998,1.3730999999999998
XWC-20610-167,2022-07-07,08350-81623-TF,E-D-0.2,2,Lorenzo Yeoland,lyeoland15@pbs.org,United States,0.2,3.645,7.29,Excelsa,Dark,Yes,Hartford,6183,United States,lyeoland15@pbs.org,Yes,+1 (860) 576-2887,Exc,0.2,3.645,0.40095000000000003
GPU-79113-136,2019-05-22,73284-01385-SJ,R-D-0.2,3,Abigail Tolworthy,atolworthy16@toplist.cz,United States,0.2,2.6849999999999996,8.055,Robusta,Dark,Yes,Ogden,84409,United States,atolworthy16@toplist.cz,Yes,+1 (801) 722-4425,Rob,0.2,2.6849999999999996,0.16109999999999997
HPI-42308-142,2020-04-11,06631-86965-XP,E-M-0.5,2,Olag Baudassi,obaudassi18@seesaa.net,United States,0.5,8.25,16.5,Excelsa,Medium,Yes,Rochester,14604,United States,obaudassi18@seesaa.net,Yes,+1 (585) 356-6251,Exc,0.5,8.25,0.9075
XHI-30227-581,2022-01-31,54619-08558-ZU,L-D-2.5,6,Petey Kingsbury,pkingsbury19@comcast.net,United States,2.5,29.784999999999997,178.70999999999998,Libriac,Dark,No,Bronx,10469,United States,pkingsbury19@comcast.net,No,+1 (917) 705-8224,Lib,2.5,29.784999999999997,3.8720499999999998
VMW-26889-781,2019-06-28,36078-91009-WU,A-L-0.2,2,Arda Curley,acurley1b@hao123.com,United States,0.2,3.885,7.77,Arabica,Large,Yes,San Bernardino,92415,United States,acurley1b@hao123.com,Yes,+1 (760) 840-3808,Ara,0.2,3.885,0.34964999999999996
DBU-81099-586,2020-09-11,15770-27099-GX,A-D-2.5,4,Raynor McGilvary,rmcgilvary1c@tamu.edu,United States,2.5,22.884999999999998,91.53999999999999,Arabica,Dark,No,Norfolk,23514,United States,rmcgilvary1c@tamu.edu,No,,Ara,2.5,22.884999999999998,2.0596499999999995
PQA-54820-810,2022-08-17,91460-04823-BX,A-L-1,3,Isis Pikett,ipikett1d@xinhuanet.com,United States,1.0,12.95,38.849999999999994,Arabica,Large,No,Washington,20409,United States,ipikett1d@xinhuanet.com,No,+1 (202) 871-9039,Ara,1.0,12.95,1.1655
XKB-41924-202,2022-08-19,45089-52817-WN,L-D-0.5,2,Inger Bouldon,ibouldon1e@gizmodo.com,United States,0.5,7.77,15.54,Libriac,Dark,No,Fort Lauderdale,33355,United States,ibouldon1e@gizmodo.com,No,+1 (754) 391-4736,Lib,0.5,7.77,1.0101
DWZ-69106-473,2019-05-15,76447-50326-IC,L-L-2.5,4,Karry Flanders,kflanders1f@over-blog.com,Ireland,2.5,36.455,145.82,Libriac,Large,Yes,Crumlin,D6W,Ireland,kflanders1f@over-blog.com,Yes,+353 (467) 720-7274,Lib,2.5,36.455,4.7391499999999995
YHV-68700-050,2019-09-11,26333-67911-OL,R-M-0.5,5,Hartley Mattioli,hmattioli1g@webmd.com,United Kingdom,0.5,5.97,29.849999999999998,Robusta,Medium,No,Kinloch,PH43,United Kingdom,hmattioli1g@webmd.com,No,,Rob,0.5,5.97,0.35819999999999996
YHV-68700-050,2019-09-11,26333-67911-OL,L-L-2.5,2,Hartley Mattioli,hmattioli1g@webmd.com,United Kingdom,2.5,36.455,72.91,Libriac,Large,No,Kinloch,PH43,United Kingdom,hmattioli1g@webmd.com,No,,Lib,2.5,36.455,4.7391499999999995
KRB-88066-642,2021-03-16,22107-86640-SB,L-M-1,5,Archambault Gillard,agillard1i@issuu.com,United States,1.0,14.55,72.75,Libriac,Medium,No,Toledo,43666,United States,agillard1i@issuu.com,No,+1 (419) 663-2236,Lib,1.0,14.55,1.8915000000000002
CWK-60159-881,2020-01-27,04671-85591-RT,E-D-0.2,3,Theda Grizard,tgrizard1k@odnoklassniki.ru,United States,0.2,3.645,10.935,Excelsa,Dark,Yes,Tampa,33686,United States,tgrizard1k@odnoklassniki.ru,Yes,+1 (813) 243-2150,Exc,0.2,3.645,0.40095000000000003
EEG-74197-843,2022-07-17,25729-68859-UA,E-L-1,4,Rozele Relton,rrelton1l@stanford.edu,United States,1.0,14.85,59.4,Excelsa,Large,No,Pensacola,32590,United States,rrelton1l@stanford.edu,No,+1 (850) 626-1181,Exc,1.0,14.85,1.6335
HUB-47311-849,2021-12-07,04521-04300-OK,L-M-0.5,3,Stanislaus Gilroy,sgilroy1n@eepurl.com,United States,0.5,8.73,26.19,Libriac,Medium,Yes,Saint Paul,55123,United States,sgilroy1n@eepurl.com,Yes,,Lib,0.5,8.73,1.1349
WYM-17686-694,2021-02-25,58689-55264-VK,A-D-2.5,5,Correy Cottingham,ccottingham1o@wikipedia.org,United States,2.5,22.884999999999998,114.42499999999998,Arabica,Dark,No,Fort Wayne,46862,United States,ccottingham1o@wikipedia.org,No,+1 (260) 764-1820,Ara,2.5,22.884999999999998,2.0596499999999995
RWR-77888-800,2020-02-07,69904-02729-YS,A-M-0.5,1,Annadiane Dykes,adykes1r@eventbrite.com,United States,0.5,6.75,6.75,Arabica,Medium,No,Chicago,60681,United States,adykes1r@eventbrite.com,No,+1 (312) 111-6203,Ara,0.5,6.75,0.6074999999999999
TIR-71396-998,2022-03-06,14204-14186-LA,R-D-2.5,4,Angelia Cockrem,acockrem1t@engadget.com,United States,2.5,20.584999999999997,82.33999999999999,Robusta,Dark,Yes,Vienna,22184,United States,acockrem1t@engadget.com,Yes,+1 (571) 316-8217,Rob,2.5,20.584999999999997,1.2350999999999999
RXF-37618-213,2022-04-15,32948-34398-HC,R-L-0.5,1,Belvia Umpleby,bumpleby1u@soundcloud.com,United States,0.5,7.169999999999999,7.169999999999999,Robusta,Large,Yes,Fort Worth,76178,United States,bumpleby1u@soundcloud.com,Yes,+1 (682) 627-0888,Rob,0.5,7.169999999999999,0.4301999999999999
ANM-16388-634,2021-11-19,77343-52608-FF,L-L-0.2,2,Nat Saleway,nsaleway1v@dedecms.com,United States,0.2,4.755,9.51,Libriac,Large,No,Burbank,91505,United States,nsaleway1v@dedecms.com,No,+1 (323) 473-0294,Lib,0.2,4.755,0.61815
WYL-29300-070,2019-10-16,42770-36274-QA,R-M-0.2,1,Hayward Goulter,hgoulter1w@abc.net.au,United States,0.2,2.985,2.985,Robusta,Medium,No,Kingsport,37665,United States,hgoulter1w@abc.net.au,No,+1 (423) 764-7751,Rob,0.2,2.985,0.17909999999999998
JHW-74554-805,2019-11-26,14103-58987-ZU,R-M-1,6,Gay Rizzello,grizzello1x@symantec.com,United Kingdom,1.0,9.95,59.699999999999996,Robusta,Medium,Yes,Liverpool,L33,United Kingdom,grizzello1x@symantec.com,Yes,+44 (247) 225-8003,Rob,1.0,9.95,0.597
KYS-27063-603,2019-06-30,69958-32065-SW,E-L-2.5,4,Shannon List,slist1y@mapquest.com,United States,2.5,34.154999999999994,136.61999999999998,Excelsa,Large,No,Columbus,43231,United States,slist1y@mapquest.com,No,+1 (614) 279-9816,Exc,2.5,34.154999999999994,3.7570499999999996
GAZ-58626-277,2021-01-04,69533-84907-FA,L-L-0.2,2,Shirlene Edmondson,sedmondson1z@theguardian.com,Ireland,0.2,4.755,9.51,Libriac,Large,No,Newmarket on Fergus,P17,Ireland,sedmondson1z@theguardian.com,No,+353 (248) 428-7978,Lib,0.2,4.755,0.61815
RPW-36123-215,2021-07-19,80640-45811-LB,E-L-0.5,2,Jennifer Rangall,jrangall22@newsvine.com,United States,0.5,8.91,17.82,Excelsa,Large,Yes,Springfield,1114,United States,jrangall22@newsvine.com,Yes,+1 (781) 512-6637,Exc,0.5,8.91,0.9801
WLL-59044-117,2021-07-23,28476-04082-GR,R-D-1,6,Kipper Boorn,kboorn23@ezinearticles.com,Ireland,1.0,8.95,53.699999999999996,Robusta,Dark,Yes,Listowel,V31,Ireland,kboorn23@ezinearticles.com,Yes,+353 (359) 134-1550,Rob,1.0,8.95,0.5369999999999999
QLM-07145-668,2019-05-09,86437-17399-FK,E-D-0.2,2,Colene Elgey,celgey25@webs.com,United States,0.2,3.645,7.29,Excelsa,Dark,No,Midland,79705,United States,celgey25@webs.com,No,+1 (432) 261-0702,Exc,0.2,3.645,0.40095000000000003
HVQ-64398-930,2020-03-30,62979-53167-ML,A-M-0.5,6,Lothaire Mizzi,lmizzi26@rakuten.co.jp,United States,0.5,6.75,40.5,Arabica,Medium,Yes,Dallas,75323,United States,lmizzi26@rakuten.co.jp,Yes,+1 (214) 719-8530,Ara,0.5,6.75,0.6074999999999999
WRT-40778-247,2022-03-13,54810-81899-HL,R-L-1,4,Cletis Giacomazzo,cgiacomazzo27@jigsy.com,United States,1.0,11.95,47.8,Robusta,Large,No,Dulles,20189,United States,cgiacomazzo27@jigsy.com,No,+1 (571) 703-2064,Rob,1.0,11.95,0.717
SUB-13006-125,2019-04-17,26103-41504-IB,A-L-0.5,5,Ami Arnow,aarnow28@arizona.edu,United States,0.5,7.77,38.849999999999994,Arabica,Large,Yes,Oakland,94627,United States,aarnow28@arizona.edu,Yes,+1 (650) 238-1964,Ara,0.5,7.77,0.6992999999999999
CQM-49696-263,2019-10-25,76534-45229-SG,L-L-2.5,3,Sheppard Yann,syann29@senate.gov,United States,2.5,36.455,109.365,Libriac,Large,Yes,Colorado Springs,80930,United States,syann29@senate.gov,Yes,+1 (719) 803-5276,Lib,2.5,36.455,4.7391499999999995
KXN-85094-246,2019-09-13,81744-27332-RR,L-M-2.5,3,Bunny Naulls,bnaulls2a@tiny.cc,Ireland,2.5,33.464999999999996,100.39499999999998,Libriac,Medium,Yes,Adare,H54,Ireland,bnaulls2a@tiny.cc,Yes,+353 (809) 128-0755,Lib,2.5,33.464999999999996,4.3504499999999995
HYF-10254-369,2019-11-14,30373-66619-CB,L-L-0.5,1,Zaccaria Sherewood,zsherewood2c@apache.org,United States,0.5,9.51,9.51,Libriac,Large,No,Fresno,93715,United States,zsherewood2c@apache.org,No,+1 (209) 433-7924,Lib,0.5,9.51,1.2363
XXJ-47000-307,2019-07-18,31582-23562-FM,A-L-2.5,3,Jeffrey Dufaire,jdufaire2d@fc2.com,United States,2.5,29.784999999999997,89.35499999999999,Arabica,Large,No,Fort Worth,76121,United States,jdufaire2d@fc2.com,No,,Ara,2.5,29.784999999999997,2.6806499999999995
XXJ-47000-307,2019-07-18,31582-23562-FM,A-D-0.2,4,Jeffrey Dufaire,jdufaire2d@fc2.com,United States,0.2,2.985,11.94,Arabica,Dark,No,Fort Worth,76121,United States,jdufaire2d@fc2.com,No,,Ara,0.2,2.985,0.26865
ZDK-82166-357,2021-04-03,81431-12577-VD,A-M-1,3,Beitris Keaveney,bkeaveney2f@netlog.com,United States,1.0,11.25,33.75,Arabica,Medium,No,Beaumont,77705,United States,bkeaveney2f@netlog.com,No,,Ara,1.0,11.25,1.0125
IHN-19982-362,2021-03-29,68894-91205-MP,R-L-1,3,Elna Grise,egrise2g@cargocollective.com,United States,1.0,11.95,35.849999999999994,Robusta,Large,No,Reno,89519,United States,egrise2g@cargocollective.com,No,,Rob,1.0,11.95,0.717
VMT-10030-889,2021-12-15,87602-55754-VN,A-L-1,6,Torie Gottelier,tgottelier2h@vistaprint.com,United States,1.0,12.95,77.69999999999999,Arabica,Large,No,Kansas City,64136,United States,tgottelier2h@vistaprint.com,No,+1 (816) 743-8492,Ara,1.0,12.95,1.1655
ROV-87448-086,2020-11-02,30381-64762-NG,A-M-2.5,4,Adham Greenhead,agreenhead2j@dailymail.co.uk,United States,2.5,25.874999999999996,103.49999999999999,Arabica,Medium,No,Corona,92878,United States,agreenhead2j@dailymail.co.uk,No,+1 (951) 797-0738,Ara,2.5,25.874999999999996,2.3287499999999994
YWH-50638-556,2019-03-14,89442-35633-HJ,E-L-0.5,4,Else Langcaster,elangcaster2l@spotify.com,United Kingdom,0.5,8.91,35.64,Excelsa,Large,Yes,Normanton,LE15,United Kingdom,elangcaster2l@spotify.com,Yes,+44 (547) 590-3103,Exc,0.5,8.91,0.9801
LBZ-75997-047,2019-12-17,40946-22090-FP,A-M-2.5,6,Norene Magauran,nmagauran2n@51.la,United States,2.5,25.874999999999996,155.24999999999997,Arabica,Medium,No,Fresno,93762,United States,nmagauran2n@51.la,No,,Ara,2.5,25.874999999999996,2.3287499999999994
EUH-08089-954,2020-12-06,29050-93691-TS,A-D-0.2,2,Vicki Kirdsch,vkirdsch2o@google.fr,United States,0.2,2.985,5.97,Arabica,Dark,No,Saint Louis,63150,United States,vkirdsch2o@google.fr,No,,Ara,0.2,2.985,0.26865
BLD-12227-251,2021-03-04,64395-74865-WF,A-M-0.5,2,Ilysa Whapple,iwhapple2p@com.com,United States,0.5,6.75,13.5,Arabica,Medium,No,Fresno,93726,United States,iwhapple2p@com.com,No,+1 (559) 522-1152,Ara,0.5,6.75,0.6074999999999999
HSF-66926-425,2020-03-01,00539-42510-RY,L-D-2.5,5,Nickey Youles,nyoules2t@reference.com,Ireland,2.5,29.784999999999997,148.92499999999998,Libriac,Dark,Yes,Edgeworthstown,E25,Ireland,nyoules2t@reference.com,Yes,+353 (641) 846-7654,Lib,2.5,29.784999999999997,3.8720499999999998
LQG-41416-375,2021-10-19,45190-08727-NV,L-D-1,3,Dyanna Aizikovitz,daizikovitz2u@answers.com,Ireland,1.0,12.95,38.849999999999994,Libriac,Dark,Yes,Leixlip,A86,Ireland,daizikovitz2u@answers.com,Yes,+353 (766) 141-6317,Lib,1.0,12.95,1.6835
VZO-97265-841,2022-07-08,87049-37901-FU,R-M-0.2,4,Bram Revel,brevel2v@fastcompany.com,United States,0.2,2.985,11.94,Robusta,Medium,No,Rochester,14652,United States,brevel2v@fastcompany.com,No,+1 (585) 775-6952,Rob,0.2,2.985,0.17909999999999998
MOR-12987-399,2019-08-17,34015-31593-JC,L-M-1,6,Emiline Priddis,epriddis2w@nationalgeographic.com,United States,1.0,14.55,87.30000000000001,Libriac,Medium,No,Tuscaloosa,35487,United States,epriddis2w@nationalgeographic.com,No,+1 (205) 133-0205,Lib,1.0,14.55,1.8915000000000002
UOA-23786-489,2020-05-31,90305-50099-SV,A-M-0.5,6,Queenie Veel,qveel2x@jugem.jp,United States,0.5,6.75,40.5,Arabica,Medium,Yes,Houston,77260,United States,qveel2x@jugem.jp,Yes,+1 (713) 750-9202,Ara,0.5,6.75,0.6074999999999999
AJL-52941-018,2020-05-05,55871-61935-MF,E-D-1,2,Lind Conyers,lconyers2y@twitter.com,United States,1.0,12.15,24.3,Excelsa,Dark,No,El Paso,88514,United States,lconyers2y@twitter.com,No,+1 (915) 476-5712,Exc,1.0,12.15,1.3365
XSZ-84273-421,2019-04-14,15405-60469-TM,R-M-0.5,3,Pen Wye,pwye2z@dagondesign.com,United States,0.5,5.97,17.91,Robusta,Medium,Yes,Colorado Springs,80935,United States,pwye2z@dagondesign.com,Yes,+1 (719) 620-1128,Rob,0.5,5.97,0.35819999999999996
AKV-93064-769,2019-12-12,22305-40299-CY,L-D-0.5,1,Terry Sheryn,tsheryn31@mtv.com,United States,0.5,7.77,7.77,Libriac,Dark,Yes,Port Washington,11054,United States,tsheryn31@mtv.com,Yes,+1 (516) 826-3780,Lib,0.5,7.77,1.0101
BRB-40903-533,2022-06-15,09020-56774-GU,E-L-0.2,3,Marie-jeanne Redgrave,mredgrave32@cargocollective.com,United States,0.2,4.455,13.365,Excelsa,Large,Yes,Springfield,1105,United States,mredgrave32@cargocollective.com,Yes,+1 (413) 691-2892,Exc,0.2,4.455,0.49005
GPR-19973-483,2019-06-26,92926-08470-YS,R-D-0.5,5,Betty Fominov,bfominov33@yale.edu,United States,0.5,5.369999999999999,26.849999999999994,Robusta,Dark,No,Pensacola,32575,United States,bfominov33@yale.edu,No,,Rob,0.5,5.369999999999999,0.32219999999999993
XIY-43041-882,2021-10-12,07250-63194-JO,A-M-1,1,Shawnee Critchlow,scritchlow34@un.org,United States,1.0,11.25,11.25,Arabica,Medium,No,Richmond,23242,United States,scritchlow34@un.org,No,+1 (804) 428-7292,Ara,1.0,11.25,1.0125
YGY-98425-969,2019-04-01,63787-96257-TQ,L-M-1,1,Merrel Steptow,msteptow35@earthlink.net,Ireland,1.0,14.55,14.55,Libriac,Medium,No,Cherryville,P31,Ireland,msteptow35@earthlink.net,No,+353 (266) 235-5189,Lib,1.0,14.55,1.8915000000000002
WDR-06028-345,2019-08-16,66508-21373-OQ,L-L-1,1,Ingeberg Mulliner,imulliner37@pinterest.com,United Kingdom,1.0,15.85,15.85,Libriac,Large,No,Birmingham,B40,United Kingdom,imulliner37@pinterest.com,No,+44 (331) 777-9556,Lib,1.0,15.85,2.0605
MXM-42948-061,2020-08-11,20203-03950-FY,L-L-0.2,4,Geneva Standley,gstandley38@dion.ne.jp,Ireland,0.2,4.755,19.02,Libriac,Large,Yes,Killorglin,H14,Ireland,gstandley38@dion.ne.jp,Yes,+353 (521) 138-4331,Lib,0.2,4.755,0.61815
MGQ-98961-173,2022-04-05,83895-90735-XH,L-L-0.5,4,Brook Drage,bdrage39@youku.com,United States,0.5,9.51,38.04,Libriac,Large,No,Dayton,45432,United States,bdrage39@youku.com,No,+1 (937) 566-3449,Lib,0.5,9.51,1.2363
RFH-64349-897,2019-10-22,61954-61462-RJ,E-D-0.5,3,Muffin Yallop,myallop3a@fema.gov,United States,0.5,7.29,21.87,Excelsa,Dark,Yes,Anchorage,99507,United States,myallop3a@fema.gov,Yes,+1 (907) 267-1236,Exc,0.5,7.29,0.8019000000000001
TKL-20738-660,2021-10-02,47939-53158-LS,E-M-0.2,1,Cordi Switsur,cswitsur3b@chronoengine.com,United States,0.2,4.125,4.125,Excelsa,Medium,No,Nashville,37215,United States,cswitsur3b@chronoengine.com,No,+1 (615) 791-3142,Exc,0.2,4.125,0.45375
TKL-20738-660,2021-10-02,47939-53158-LS,A-L-0.2,1,Cordi Switsur,cswitsur3b@chronoengine.com,United States,0.2,3.885,3.885,Arabica,Large,No,Nashville,37215,United States,cswitsur3b@chronoengine.com,No,+1 (615) 791-3142,Ara,0.2,3.885,0.34964999999999996
TKL-20738-660,2021-10-02,47939-53158-LS,E-M-1,5,Cordi Switsur,cswitsur3b@chronoengine.com,United States,1.0,13.75,68.75,Excelsa,Medium,No,Nashville,37215,United States,cswitsur3b@chronoengine.com,No,+1 (615) 791-3142,Exc,1.0,13.75,1.5125
